71,-32.5862,151.7777,1
121,-33.35696,149.97938,1
178,-33.35696,149.97938,1
213,-33.4036,150.07241,1
453,-34.45952,149.47052,1
465,-32.4042,151.7572,1
539,-33.704,149.8574,1
543,-34.16901,150.61202,1
591,-33.84777,151.03332,1
595,-33.9172,151.03111,1
597,-33.41674,149.57715,1
598,-33.76209,150.99159,1
608,-33.76838,150.9111,1
609,-33.89365,151.25128,1
613,-34.47863,150.41925,1
624,-33.877,151.1009,1
628,-33.89591,150.93409,1
633,-34.05617,150.69418,1
634,-34.06518,150.81721,1
635,-33.91096,151.10231,1
638,-34.04472,151.123,1
643,-33.06508,151.35343,1
644,-32.96075,151.69566,1
647,-33.79735,151.18038,1
656,-34.36838,150.91689,1
661,-34.545,150.794,1
663,-33.87637,151.21556,1
676,-33.48707,151.32301,1
677,-33.87276,150.95339,1
693,-33.42396,151.34402,1
695,-34.75572,149.71729,1
704,-33.609,150.81667,1
708,-33.70723,151.09853,1
710,-33.9645,151.09735,1
713,-33.99775,150.86796,1
723,-33.717119,150.309526,1
730,-32.81999,151.47991,1
731,-33.24296,151.50651,1
734,-33.88706,151.15933,1
738,-33.4813,150.16031,1
739,-33.92358,150.92204,1
742,-32.7376,151.5621,1
747,-33.92136,151.23949,1
748,-33.91473,151.15251,1
751,-32.9002,151.7398,1
753,-33.8355,150.9913,1
766,-33.76883,150.82322,1
770,-32.59183,149.5868,1
780,-32.92869,151.76895,1
788,-33.76771,151.26733,1
799,-33.81437,151.00061,1
800,-33.75211,150.6908,1
808,-32.76431,151.7424,1
809,-33.8924,151.2026,1
811,-33.9509,151.13674,1
818,-33.81464,151.1034,1
828,-34.56388,150.83893,1
830,-32.56411,151.16969,1
838,-33.69887,150.56832,1
839,-33.76351,150.77569,1
846,-34.031886,151.058952,1
852,-33.3433,151.49634,1
856,-33.01121,151.59433,1
869,-32.90136,151.67182,1
881,-34.42703,150.89806,1
884,-33.48747,151.32514,1
886,-33.28035,151.4253,1
898,-34.485522,150.888213,1
